Speed

Station: 4948 speed scores and cummulative difference from calculated score
Entry,4948-1,4948-2,4948-3,Calc'd Score,4948-1 Diff,4948-2 Diff,4948-3 Diff
1082 SRPF60_X_8 and under ,9,9,10
1204 SRPF_X_30+ ,10,10,9
1081 SRPF60_F_8 and under ,11,12,13
1088 SRPF60_M_8 and under ,12,14,11
1086 SRPF60_M_8 and under ,13,13,12
1078 SRPF60_F_8 and under ,14,11,14
1083 SRPF60_X_8 and under ,15,15,15
1084 SRPF60_M_8 and under ,16,16,16
1087 SRPF60_M_8 and under ,17,17,17

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
1087 SRPF60_M_8 and under ,5032-41 Dr,0.48,4,0,0,0,0,0,0,0,0,4
1087 SRPF60_M_8 and under ,5032-42 Dr,0.36,3,0,0,0,0,0,0,0,0,3
1206 SRPF_X_30+ ,5032-41 Dr,2.3,11,5,1,0,0,0,0,0,0,17
1206 SRPF_X_30+ ,5032-42 Dr,2.33,10,6,1,0,0,0,0,0,0,17
1202 SRPF_X_30+ ,5032-41 Dr,3.55,18,7,0,1,0,0,0,0,0,26
1202 SRPF_X_30+ ,5032-42 Dr,3.4,17,6,2,0,0,0,0,0,0,25
1079 SRPF60_F_8 and under ,5032-41 Dr,1.92,5,5,1,1,0,0,0,0,0,12
1079 SRPF60_F_8 and under ,5032-42 Dr,2.14,4,5,1,2,0,0,0,0,0,12
1080 SRPF60_F_8 and under ,5032-41 Dr,2.47,9,7,0,1,0,0,0,0,0,17
1080 SRPF60_F_8 and under ,5032-42 Dr,2.58,8,7,1,1,0,0,0,0,0,17
1082 SRPF60_X_8 and under ,5032-41 Dr,1.89,5,4,3,0,0,0,0,0,0,12
1082 SRPF60_X_8 and under ,5032-42 Dr,1.77,4,4,3,0,0,0,0,0,0,11
1201 SRPF_X_30+ ,5032-41 Dr,4.62,6,10,6,3,0,0,0,0,0,25
1201 SRPF_X_30+ ,5032-42 Dr,3.93,5,7,4,4,0,0,0,0,0,20
1203 SRPF_X_30+ ,5032-41 Dr,2.44,3,7,3,1,0,0,0,0,0,14
1203 SRPF_X_30+ ,5032-42 Dr,2.76,3,5,2,2,1,0,0,0,0,13
1204 SRPF_X_30+ ,5032-41 Dr,1.71,8,5,0,0,0,0,0,0,0,13
1204 SRPF_X_30+ ,5032-42 Dr,1.83,9,5,0,0,0,0,0,0,0,14
1086 SRPF60_M_8 and under ,5032-41 Dr,1.14,7,2,0,0,0,0,0,0,0,9
1086 SRPF60_M_8 and under ,5032-42 Dr,1.41,8,3,0,0,0,0,0,0,0,11
1084 SRPF60_M_8 and under ,5032-41 Dr,0.57,1,3,0,0,0,0,0,0,0,4
1084 SRPF60_M_8 and under ,5032-42 Dr,0.77,2,2,1,0,0,0,0,0,0,5
1199 SRPF_X_30+ ,5032-41 Dr,3.53,14,7,2,1,0,0,0,0,0,24
1199 SRPF_X_30+ ,5032-42 Dr,3.07,13,7,2,0,0,0,0,0,0,22
1083 SRPF60_X_8 and under ,5032-41 Dr,0.75,5,1,0,0,0,0,0,0,0,6
1083 SRPF60_X_8 and under ,5032-42 Dr,1.02,6,2,0,0,0,0,0,0,0,8
1085 SRPF60_M_8 and under ,5032-41 Dr,2.38,11,4,2,0,0,0,0,0,0,17
1085 SRPF60_M_8 and under ,5032-42 Dr,2.5,12,4,2,0,0,0,0,0,0,18
1078 SRPF60_F_8 and under ,5032-41 Dr,1.38,9,2,0,0,0,0,0,0,0,11
1078 SRPF60_F_8 and under ,5032-42 Dr,1.14,7,2,0,0,0,0,0,0,0,9
1081 SRPF60_F_8 and under ,5032-41 Dr,1.29,7,3,0,0,0,0,0,0,0,10
1081 SRPF60_F_8 and under ,5032-42 Dr,1.32,6,4,0,0,0,0,0,0,0,10
1088 SRPF60_M_8 and under ,5032-41 Dr,1.11,8,1,0,0,0,0,0,0,0,9
1088 SRPF60_M_8 and under ,5032-42 Dr,1.47,11,1,0,0,0,0,0,0,0,12

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5032-31 Dm,0.99,0,37,12,12,3,0,0,0,0,4.57,14
5032-32 Dm,0.99,0,39,13,13,3,0,0,0,0,4.53,15

5032 Dm Avg Diff vs Judge Scores
Entry,Davg,5032-31 Dm,5032-32 Dm
1201 SRPF_X_30+ ,3.99,3.82,4.16
1203 SRPF_X_30+ ,2.14,2.14,2.14
1080 SRPF60_F_8 and under ,1.74,1.74,1.74
1079 SRPF60_F_8 and under ,1.63,1.63,1.63
1202 SRPF_X_30+ ,0.68,0.68,0.68
1199 SRPF_X_30+ ,0.68,0.68,0.68
1204 SRPF_X_30+ ,0.6,0.6,0.6
1081 SRPF60_F_8 and under ,0.6,0.6,0.6
1087 SRPF60_M_8 and under ,0.45,0.45,0.45
1085 SRPF60_M_8 and under ,0.45,0.45,0.45
1078 SRPF60_F_8 and under ,0.38,0.38,0.38
1086 SRPF60_M_8 and under ,0.3,0.3,0.3
1088 SRPF60_M_8 and under ,0.3,0.3,0.3
1082 SRPF60_X_8 and under ,0.27,0,0.53
1206 SRPF_X_30+ ,0.15,0.15,0.15
1084 SRPF60_M_8 and under ,0.0,0,0
1083 SRPF60_X_8 and under ,0.0,0,0

5032 Dm Relative Rankings
Entry,Rank,5032-31 Dm,5032-32 Dm
1201 SRPF_X_30+ ,1,1,1
1203 SRPF_X_30+ ,2,2,2
1080 SRPF60_F_8 and under ,3,3,3
1079 SRPF60_F_8 and under ,4,4,4
1202 SRPF_X_30+ ,5,5,5
1199 SRPF_X_30+ ,6,6,6
1204 SRPF_X_30+ ,7,7,7
1081 SRPF60_F_8 and under ,8,8,8
1087 SRPF60_M_8 and under ,9,9,10
1085 SRPF60_M_8 and under ,10,10,11
1078 SRPF60_F_8 and under ,11,11,12
1086 SRPF60_M_8 and under ,12,12,13
1088 SRPF60_M_8 and under ,13,13,14
1082 SRPF60_X_8 and under ,14,15,9
1206 SRPF_X_30+ ,15,14,15
1084 SRPF60_M_8 and under ,16,16,16
1083 SRPF60_X_8 and under ,17,17,17

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
1087 SRPF60_M_8 and under ,5032-31 Dm,0.45,0,3,0,0,0,0,0,0,0,3
1087 SRPF60_M_8 and under ,5032-32 Dm,0.45,0,3,0,0,0,0,0,0,0,3
1206 SRPF_X_30+ ,5032-31 Dm,0.15,0,1,0,0,0,0,0,0,0,1
1206 SRPF_X_30+ ,5032-32 Dm,0.15,0,1,0,0,0,0,0,0,0,1
1202 SRPF_X_30+ ,5032-31 Dm,0.68,0,3,1,0,0,0,0,0,0,4
1202 SRPF_X_30+ ,5032-32 Dm,0.68,0,3,1,0,0,0,0,0,0,4
1079 SRPF60_F_8 and under ,5032-31 Dm,1.63,0,4,3,1,0,0,0,0,0,8
1079 SRPF60_F_8 and under ,5032-32 Dm,1.63,0,4,3,1,0,0,0,0,0,8
1080 SRPF60_F_8 and under ,5032-31 Dm,1.74,0,4,2,2,0,0,0,0,0,8
1080 SRPF60_F_8 and under ,5032-32 Dm,1.74,0,4,2,2,0,0,0,0,0,8
1082 SRPF60_X_8 and under ,5032-31 Dm,0,0,0,0,0,0,0,0,0,0,0
1082 SRPF60_X_8 and under ,5032-32 Dm,0.53,0,2,1,0,0,0,0,0,0,3
1201 SRPF_X_30+ ,5032-31 Dm,3.82,0,2,2,6,2,0,0,0,0,12
1201 SRPF_X_30+ ,5032-32 Dm,4.16,0,2,2,7,2,0,0,0,0,13
1203 SRPF_X_30+ ,5032-31 Dm,2.14,0,1,2,3,1,0,0,0,0,7
1203 SRPF_X_30+ ,5032-32 Dm,2.14,0,1,2,3,1,0,0,0,0,7
1204 SRPF_X_30+ ,5032-31 Dm,0.6,0,4,0,0,0,0,0,0,0,4
1204 SRPF_X_30+ ,5032-32 Dm,0.6,0,4,0,0,0,0,0,0,0,4
1086 SRPF60_M_8 and under ,5032-31 Dm,0.3,0,2,0,0,0,0,0,0,0,2
1086 SRPF60_M_8 and under ,5032-32 Dm,0.3,0,2,0,0,0,0,0,0,0,2
1084 SRPF60_M_8 and under ,5032-31 Dm,0,0,0,0,0,0,0,0,0,0,0
1084 SRPF60_M_8 and under ,5032-32 Dm,0,0,0,0,0,0,0,0,0,0,0
1199 SRPF_X_30+ ,5032-31 Dm,0.68,0,3,1,0,0,0,0,0,0,4
1199 SRPF_X_30+ ,5032-32 Dm,0.68,0,3,1,0,0,0,0,0,0,4
1083 SRPF60_X_8 and under ,5032-31 Dm,0,0,0,0,0,0,0,0,0,0,0
1083 SRPF60_X_8 and under ,5032-32 Dm,0,0,0,0,0,0,0,0,0,0,0
1085 SRPF60_M_8 and under ,5032-31 Dm,0.45,0,3,0,0,0,0,0,0,0,3
1085 SRPF60_M_8 and under ,5032-32 Dm,0.45,0,3,0,0,0,0,0,0,0,3
1078 SRPF60_F_8 and under ,5032-31 Dm,0.38,0,1,1,0,0,0,0,0,0,2
1078 SRPF60_F_8 and under ,5032-32 Dm,0.38,0,1,1,0,0,0,0,0,0,2
1081 SRPF60_F_8 and under ,5032-31 Dm,0.6,0,4,0,0,0,0,0,0,0,4
1081 SRPF60_F_8 and under ,5032-32 Dm,0.6,0,4,0,0,0,0,0,0,0,4
1088 SRPF60_M_8 and under ,5032-31 Dm,0.3,0,2,0,0,0,0,0,0,0,2
1088 SRPF60_M_8 and under ,5032-32 Dm,0.3,0,2,0,0,0,0,0,0,0,2

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5032-21 Dp,0.63,2,44,0,0,0,0,0,0,1,3.13,15
5032-22 Dp,0.45,2,43,0,0,0,0,0,0,0,3.0,15

5032 Dp Avg Diff vs Judge Scores
Entry,Davg,5032-21 Dp,5032-22 Dp
1081 SRPF60_F_8 and under ,1.85,3.13,0.57
1082 SRPF60_X_8 and under ,0.6,0.6,0.6
1204 SRPF_X_30+ ,0.6,0.6,0.6
1084 SRPF60_M_8 and under ,0.6,0.6,0.6
1078 SRPF60_F_8 and under ,0.6,0.6,0.6
1085 SRPF60_M_8 and under ,0.57,0.57,0.57
1203 SRPF_X_30+ ,0.53,0.6,0.45
1079 SRPF60_F_8 and under ,0.45,0.45,0.45
1080 SRPF60_F_8 and under ,0.45,0.45,0.45
1201 SRPF_X_30+ ,0.45,0.45,0.45
1206 SRPF_X_30+ ,0.3,0.3,0.3
1086 SRPF60_M_8 and under ,0.3,0.3,0.3
1083 SRPF60_X_8 and under ,0.3,0.3,0.3
1088 SRPF60_M_8 and under ,0.3,0.3,0.3
1087 SRPF60_M_8 and under ,0.15,0.15,0.15
1202 SRPF_X_30+ ,0.0,0,0
1199 SRPF_X_30+ ,0.0,0,0

5032 Dp Relative Rankings
Entry,Rank,5032-21 Dp,5032-22 Dp
1081 SRPF60_F_8 and under ,1,1,5
1082 SRPF60_X_8 and under ,2,2,1
1204 SRPF_X_30+ ,3,3,2
1084 SRPF60_M_8 and under ,4,4,3
1078 SRPF60_F_8 and under ,5,5,4
1085 SRPF60_M_8 and under ,6,7,6
1203 SRPF_X_30+ ,7,6,7
1079 SRPF60_F_8 and under ,8,8,8
1080 SRPF60_F_8 and under ,9,9,9
1201 SRPF_X_30+ ,10,10,10
1206 SRPF_X_30+ ,11,11,11
1086 SRPF60_M_8 and under ,12,12,12
1083 SRPF60_X_8 and under ,13,13,13
1088 SRPF60_M_8 and under ,14,14,14
1087 SRPF60_M_8 and under ,15,15,15
1202 SRPF_X_30+ ,16,16,16
1199 SRPF_X_30+ ,17,17,17

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
1087 SRPF60_M_8 and under ,5032-21 Dp,0.15,0,1,0,0,0,0,0,0,0,1
1087 SRPF60_M_8 and under ,5032-22 Dp,0.15,0,1,0,0,0,0,0,0,0,1
1206 SRPF_X_30+ ,5032-21 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1206 SRPF_X_30+ ,5032-22 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1202 SRPF_X_30+ ,5032-21 Dp,0,0,0,0,0,0,0,0,0,0,0
1202 SRPF_X_30+ ,5032-22 Dp,0,0,0,0,0,0,0,0,0,0,0
1079 SRPF60_F_8 and under ,5032-21 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1079 SRPF60_F_8 and under ,5032-22 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1080 SRPF60_F_8 and under ,5032-21 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1080 SRPF60_F_8 and under ,5032-22 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1082 SRPF60_X_8 and under ,5032-21 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1082 SRPF60_X_8 and under ,5032-22 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1201 SRPF_X_30+ ,5032-21 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1201 SRPF_X_30+ ,5032-22 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1203 SRPF_X_30+ ,5032-21 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1203 SRPF_X_30+ ,5032-22 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1204 SRPF_X_30+ ,5032-21 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1204 SRPF_X_30+ ,5032-22 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1086 SRPF60_M_8 and under ,5032-21 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1086 SRPF60_M_8 and under ,5032-22 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1084 SRPF60_M_8 and under ,5032-21 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1084 SRPF60_M_8 and under ,5032-22 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1199 SRPF_X_30+ ,5032-21 Dp,0,0,0,0,0,0,0,0,0,0,0
1199 SRPF_X_30+ ,5032-22 Dp,0,0,0,0,0,0,0,0,0,0,0
1083 SRPF60_X_8 and under ,5032-21 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1083 SRPF60_X_8 and under ,5032-22 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1085 SRPF60_M_8 and under ,5032-21 Dp,0.57,1,3,0,0,0,0,0,0,0,4
1085 SRPF60_M_8 and under ,5032-22 Dp,0.57,1,3,0,0,0,0,0,0,0,4
1078 SRPF60_F_8 and under ,5032-21 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1078 SRPF60_F_8 and under ,5032-22 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1081 SRPF60_F_8 and under ,5032-21 Dp,3.13,1,3,0,0,0,0,0,0,1,5
1081 SRPF60_F_8 and under ,5032-22 Dp,0.57,1,3,0,0,0,0,0,0,0,4
1088 SRPF60_M_8 and under ,5032-21 Dp,0.3,0,2,0,0,0,0,0,0,0,2
1088 SRPF60_M_8 and under ,5032-22 Dp,0.3,0,2,0,0,0,0,0,0,0,2

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5036-41 Dr,3.01,172,148,113,28,0,0,0,0,0,17.73,26
5036-42 Dr,3.03,195,145,108,26,0,0,0,0,0,18.23,26

5036 Dr Avg Diff vs Judge Scores
Entry,Davg,5036-41 Dr,5036-42 Dr
1119 SRPF_F_11-12 ,5.44,5,5.88
1117 SRPF_F_11-12 ,5.37,5.65,5.08
1110 SRPF_F_11-12 ,4.63,4.86,4.41
1120 SRPF_F_11-12 ,4.43,4.44,4.41
1121 SRPF_F_11-12 ,4.13,3.96,4.31
1131 SRPF_X_11-12 ,3.96,3.79,4.13
1113 SRPF_F_11-12 ,3.81,3.9,3.72
1125 SRPF_F_11-12 ,3.67,3.74,3.6
1129 SRPF_X_11-12 ,3.46,3.21,3.7
1135 SRPF_X_11-12 ,3.38,3.49,3.28
1124 SRPF_F_11-12 ,3.27,2.94,3.61
1118 SRPF_F_11-12 ,3.13,3.43,2.84
1123 SRPF_F_11-12 ,2.99,3.14,2.83
1122 SRPF_F_11-12 ,2.67,2.78,2.56
1111 SRPF_F_11-12 ,2.65,2.8,2.5
1133 SRPF_X_11-12 ,2.61,2.48,2.74
1126 SRPF_F_11-12 ,2.57,2.36,2.78
1112 SRPF_F_11-12 ,2.31,1.84,2.77
1134 SRPF_X_11-12 ,2.19,2.19,2.19
1115 SRPF_F_11-12 ,2.15,2.4,1.89
1128 SRPF_F_11-12 ,2.11,2.39,1.83
1114 SRPF_F_11-12 ,2.04,1.99,2.08
1132 SRPF_X_11-12 ,1.99,1.98,2.01
1127 SRPF_F_11-12 ,1.76,1.88,1.64
1130 SRPF_X_11-12 ,1.1,1.02,1.18
1116 SRPF_F_11-12 ,0.77,0.69,0.86

5036 Dr Relative Rankings
Entry,Rank,5036-41 Dr,5036-42 Dr
1119 SRPF_F_11-12 ,1,2,1
1117 SRPF_F_11-12 ,2,1,2
1110 SRPF_F_11-12 ,3,3,3
1120 SRPF_F_11-12 ,4,4,4
1121 SRPF_F_11-12 ,5,5,5
1131 SRPF_X_11-12 ,6,7,6
1113 SRPF_F_11-12 ,7,6,7
1125 SRPF_F_11-12 ,8,8,10
1129 SRPF_X_11-12 ,9,11,8
1135 SRPF_X_11-12 ,10,9,11
1124 SRPF_F_11-12 ,11,13,9
1118 SRPF_F_11-12 ,12,10,12
1123 SRPF_F_11-12 ,13,12,13
1122 SRPF_F_11-12 ,14,15,17
1111 SRPF_F_11-12 ,15,14,18
1133 SRPF_X_11-12 ,16,16,16
1126 SRPF_F_11-12 ,17,19,14
1112 SRPF_F_11-12 ,18,24,15
1134 SRPF_X_11-12 ,19,20,19
1115 SRPF_F_11-12 ,20,17,22
1128 SRPF_F_11-12 ,21,18,23
1114 SRPF_F_11-12 ,22,21,20
1132 SRPF_X_11-12 ,23,22,21
1127 SRPF_F_11-12 ,24,23,24
1130 SRPF_X_11-12 ,25,25,25
1116 SRPF_F_11-12 ,26,26,26

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
1120 SRPF_F_11-12 ,5036-41 Dr,4.44,6,8,8,2,0,0,0,0,0,24
1120 SRPF_F_11-12 ,5036-42 Dr,4.41,9,10,5,2,0,0,0,0,0,26
1126 SRPF_F_11-12 ,5036-41 Dr,2.36,2,8,4,0,0,0,0,0,0,14
1126 SRPF_F_11-12 ,5036-42 Dr,2.78,8,6,4,0,0,0,0,0,0,18
1123 SRPF_F_11-12 ,5036-41 Dr,3.14,5,7,5,1,0,0,0,0,0,18
1123 SRPF_F_11-12 ,5036-42 Dr,2.83,4,8,5,0,0,0,0,0,0,17
1110 SRPF_F_11-12 ,5036-41 Dr,4.86,7,7,7,4,0,0,0,0,0,25
1110 SRPF_F_11-12 ,5036-42 Dr,4.41,8,7,6,3,0,0,0,0,0,24
1116 SRPF_F_11-12 ,5036-41 Dr,0.69,2,3,0,0,0,0,0,0,0,5
1116 SRPF_F_11-12 ,5036-42 Dr,0.86,4,1,1,0,0,0,0,0,0,6
1131 SRPF_X_11-12 ,5036-41 Dr,3.79,5,6,7,2,0,0,0,0,0,20
1131 SRPF_X_11-12 ,5036-42 Dr,4.13,6,9,6,2,0,0,0,0,0,23
1115 SRPF_F_11-12 ,5036-41 Dr,2.4,13,1,3,0,0,0,0,0,0,17
1115 SRPF_F_11-12 ,5036-42 Dr,1.89,10,0,3,0,0,0,0,0,0,13
1121 SRPF_F_11-12 ,5036-41 Dr,3.96,2,5,7,4,0,0,0,0,0,18
1121 SRPF_F_11-12 ,5036-42 Dr,4.31,4,8,7,3,0,0,0,0,0,22
1112 SRPF_F_11-12 ,5036-41 Dr,1.84,4,6,2,0,0,0,0,0,0,12
1112 SRPF_F_11-12 ,5036-42 Dr,2.77,8,9,2,0,0,0,0,0,0,19
1111 SRPF_F_11-12 ,5036-41 Dr,2.8,12,6,2,0,0,0,0,0,0,20
1111 SRPF_F_11-12 ,5036-42 Dr,2.5,12,4,2,0,0,0,0,0,0,18
1127 SRPF_F_11-12 ,5036-41 Dr,1.88,10,3,1,0,0,0,0,0,0,14
1127 SRPF_F_11-12 ,5036-42 Dr,1.64,8,3,1,0,0,0,0,0,0,12
1118 SRPF_F_11-12 ,5036-41 Dr,3.43,3,9,6,1,0,0,0,0,0,19
1118 SRPF_F_11-12 ,5036-42 Dr,2.84,5,5,5,1,0,0,0,0,0,16
1117 SRPF_F_11-12 ,5036-41 Dr,5.65,7,13,8,3,0,0,0,0,0,31
1117 SRPF_F_11-12 ,5036-42 Dr,5.08,7,13,7,2,0,0,0,0,0,29
1133 SRPF_X_11-12 ,5036-41 Dr,2.48,8,4,4,0,0,0,0,0,0,16
1133 SRPF_X_11-12 ,5036-42 Dr,2.74,8,5,3,1,0,0,0,0,0,17
1134 SRPF_X_11-12 ,5036-41 Dr,2.19,5,6,3,0,0,0,0,0,0,14
1134 SRPF_X_11-12 ,5036-42 Dr,2.19,5,6,3,0,0,0,0,0,0,14
1122 SRPF_F_11-12 ,5036-41 Dr,2.78,2,7,5,1,0,0,0,0,0,15
1122 SRPF_F_11-12 ,5036-42 Dr,2.56,3,4,4,2,0,0,0,0,0,13
1119 SRPF_F_11-12 ,5036-41 Dr,5,4,8,10,3,0,0,0,0,0,25
1119 SRPF_F_11-12 ,5036-42 Dr,5.88,7,10,8,5,0,0,0,0,0,30
1135 SRPF_X_11-12 ,5036-41 Dr,3.49,17,2,5,0,0,0,0,0,0,24
1135 SRPF_X_11-12 ,5036-42 Dr,3.28,14,3,5,0,0,0,0,0,0,22
1132 SRPF_X_11-12 ,5036-41 Dr,1.98,7,3,3,0,0,0,0,0,0,13
1132 SRPF_X_11-12 ,5036-42 Dr,2.01,6,4,3,0,0,0,0,0,0,13
1130 SRPF_X_11-12 ,5036-41 Dr,1.02,6,2,0,0,0,0,0,0,0,8
1130 SRPF_X_11-12 ,5036-42 Dr,1.18,6,0,2,0,0,0,0,0,0,8
1128 SRPF_F_11-12 ,5036-41 Dr,2.39,18,0,1,0,0,0,0,0,0,19
1128 SRPF_F_11-12 ,5036-42 Dr,1.83,14,1,0,0,0,0,0,0,0,15
1113 SRPF_F_11-12 ,5036-41 Dr,3.9,5,6,6,3,0,0,0,0,0,20
1113 SRPF_F_11-12 ,5036-42 Dr,3.72,5,4,8,2,0,0,0,0,0,19
1124 SRPF_F_11-12 ,5036-41 Dr,2.94,10,7,3,0,0,0,0,0,0,20
1124 SRPF_F_11-12 ,5036-42 Dr,3.61,13,6,5,0,0,0,0,0,0,24
1125 SRPF_F_11-12 ,5036-41 Dr,3.74,5,11,5,1,0,0,0,0,0,22
1125 SRPF_F_11-12 ,5036-42 Dr,3.6,7,10,4,1,0,0,0,0,0,22
1114 SRPF_F_11-12 ,5036-41 Dr,1.99,2,4,5,0,0,0,0,0,0,11
1114 SRPF_F_11-12 ,5036-42 Dr,2.08,4,3,5,0,0,0,0,0,0,12
1129 SRPF_X_11-12 ,5036-41 Dr,3.21,5,6,3,3,0,0,0,0,0,17
1129 SRPF_X_11-12 ,5036-42 Dr,3.7,10,6,4,2,0,0,0,0,0,22

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5036-31 Dm,1.99,1,113,73,34,11,1,0,0,0,8.96,26
5036-32 Dm,1.95,0,119,75,34,8,0,0,0,0,9.08,26

5036 Dm Avg Diff vs Judge Scores
Entry,Davg,5036-31 Dm,5036-32 Dm
1131 SRPF_X_11-12 ,4.22,4.8,3.64
1121 SRPF_F_11-12 ,3.99,4.1,3.88
1119 SRPF_F_11-12 ,3.67,3.87,3.47
1129 SRPF_X_11-12 ,3.37,3.05,3.69
1120 SRPF_F_11-12 ,3.26,3.69,2.84
1126 SRPF_F_11-12 ,2.77,2.87,2.67
1133 SRPF_X_11-12 ,2.75,2.5,3.01
1117 SRPF_F_11-12 ,2.54,2.2,2.89
1113 SRPF_F_11-12 ,2.43,2.37,2.49
1123 SRPF_F_11-12 ,2.29,2.18,2.41
1122 SRPF_F_11-12 ,2.05,1.82,2.28
1118 SRPF_F_11-12 ,2.01,1.86,2.16
1116 SRPF_F_11-12 ,1.9,1.82,1.97
1114 SRPF_F_11-12 ,1.86,1.75,1.98
1128 SRPF_F_11-12 ,1.42,2.08,0.75
1110 SRPF_F_11-12 ,1.3,1.21,1.4
1112 SRPF_F_11-12 ,1.29,1.29,1.29
1125 SRPF_F_11-12 ,1.21,1.36,1.06
1127 SRPF_F_11-12 ,1.2,1.2,1.2
1134 SRPF_X_11-12 ,1.2,0.91,1.48
1132 SRPF_X_11-12 ,0.91,0.95,0.87
1115 SRPF_F_11-12 ,0.83,0.83,0.83
1111 SRPF_F_11-12 ,0.75,0.75,0.75
1135 SRPF_X_11-12 ,0.68,0.83,0.53
1130 SRPF_X_11-12 ,0.68,0.75,0.6
1124 SRPF_F_11-12 ,0.68,0.75,0.6

5036 Dm Relative Rankings
Entry,Rank,5036-31 Dm,5036-32 Dm
1131 SRPF_X_11-12 ,1,1,3
1121 SRPF_F_11-12 ,2,2,1
1119 SRPF_F_11-12 ,3,3,4
1129 SRPF_X_11-12 ,4,5,2
1120 SRPF_F_11-12 ,5,4,7
1126 SRPF_F_11-12 ,6,6,8
1133 SRPF_X_11-12 ,7,7,5
1117 SRPF_F_11-12 ,8,9,6
1113 SRPF_F_11-12 ,9,8,9
1123 SRPF_F_11-12 ,10,10,10
1122 SRPF_F_11-12 ,11,13,11
1118 SRPF_F_11-12 ,12,12,12
1116 SRPF_F_11-12 ,13,14,14
1114 SRPF_F_11-12 ,14,15,13
1128 SRPF_F_11-12 ,15,11,22
1110 SRPF_F_11-12 ,16,18,16
1112 SRPF_F_11-12 ,17,17,17
1125 SRPF_F_11-12 ,18,16,19
1127 SRPF_F_11-12 ,19,19,18
1134 SRPF_X_11-12 ,20,21,15
1132 SRPF_X_11-12 ,21,20,20
1115 SRPF_F_11-12 ,22,22,21
1111 SRPF_F_11-12 ,23,24,23
1135 SRPF_X_11-12 ,24,23,26
1130 SRPF_X_11-12 ,25,25,24
1124 SRPF_F_11-12 ,26,26,25

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
1120 SRPF_F_11-12 ,5036-31 Dm,3.69,0,6,4,4,1,0,0,0,0,15
1120 SRPF_F_11-12 ,5036-32 Dm,2.84,0,6,4,3,0,0,0,0,0,13
1126 SRPF_F_11-12 ,5036-31 Dm,2.87,1,13,2,1,0,0,0,0,0,17
1126 SRPF_F_11-12 ,5036-32 Dm,2.67,0,14,1,1,0,0,0,0,0,16
1123 SRPF_F_11-12 ,5036-31 Dm,2.18,0,2,3,2,1,0,0,0,0,8
1123 SRPF_F_11-12 ,5036-32 Dm,2.41,0,2,4,2,1,0,0,0,0,9
1110 SRPF_F_11-12 ,5036-31 Dm,1.21,0,2,1,2,0,0,0,0,0,5
1110 SRPF_F_11-12 ,5036-32 Dm,1.4,0,1,1,3,0,0,0,0,0,5
1116 SRPF_F_11-12 ,5036-31 Dm,1.82,0,6,4,0,0,0,0,0,0,10
1116 SRPF_F_11-12 ,5036-32 Dm,1.97,0,7,4,0,0,0,0,0,0,11
1131 SRPF_X_11-12 ,5036-31 Dm,4.8,0,0,5,4,3,1,0,0,0,13
